path,filename,n_voxels,true_min,true_max,frac_le_4096,frac_le_2048,frac_le_1500,frac_le_1024,frac_le_1000,frac_ge_1000,frac_ge_1500,frac_ge_2000,frac_ge_3000,pct_0.1_all,pct_1_all,pct_5_all,pct_25_all,pct_50_all,pct_75_all,pct_95_all,pct_99_all,pct_99.9_all,pct_0.1_body,pct_1_body,pct_5_body,pct_25_body,pct_50_body,pct_75_body,pct_95_body,pct_99_body,pct_99.9_body
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649367.247/1.2.840.113619.2.278.3.717616.260.1578649367.247_1.2.840.113619.2.278.3.717616.260.1578649367.252.3_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649367.247_1.2.840.113619.2.278.3.717616.260.1578649367.252.3_aligned.nii.gz,4328287,-1200.0,-700.0,0.0,0.0,0.0,0.532641,0.60601,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1041.9,-974.6,-879.8,-700.0,-700.0,-999.9,-999.0,-995.4,-981.1,-967.6,-952.0,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649367.247/1.2.840.113619.2.278.3.717616.260.1578649367.247_1.2.840.113619.2.278.3.717616.260.1578649367.337.4198401_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649367.247_1.2.840.113619.2.278.3.717616.260.1578649367.337.4198401_aligned.nii.gz,4328287,-1200.0,-700.0,0.0,0.0,0.0,0.52808,0.580964,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1043.1,-963.7,-835.1,-700.0,-700.0,-999.8,-998.5,-992.7,-972.8,-958.4,-931.3,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649367.247/1.2.840.113619.2.278.3.717616.260.1578649367.247_1.2.840.113619.2.278.3.717616.260.1578649367.337.4202498_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649367.247_1.2.840.113619.2.278.3.717616.260.1578649367.337.4202498_aligned.nii.gz,4328287,-1200.0,-700.0,0.0,0.0,0.0,0.516218,0.566634,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1034.8,-955.4,-853.6,-700.0,-700.0,-999.8,-998.2,-991.5,-967.9,-948.9,-911.2,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649371.734/1.2.840.113619.2.278.3.717616.260.1578649371.734_1.2.840.113619.2.278.3.717616.260.1578649371.739.3_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649371.734_1.2.840.113619.2.278.3.717616.260.1578649371.739.3_aligned.nii.gz,6432080,-1200.0,-700.0,0.0,0.0,0.0,0.616658,0.672136,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1099.6,-983.8,-945.3,-700.0,-700.0,-999.9,-999.0,-995.6,-983.2,-972.4,-959.9,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649371.734/1.2.840.113619.2.278.3.717616.260.1578649371.734_1.2.840.113619.2.278.3.717616.260.1578649371.831.4198401_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649371.734_1.2.840.113619.2.278.3.717616.260.1578649371.831.4198401_aligned.nii.gz,6432080,-1200.0,-700.0,0.0,0.0,0.0,0.603731,0.649014,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1094.4,-973.4,-869.6,-700.0,-700.0,-999.8,-998.6,-993.4,-975.8,-961.3,-933.0,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649371.734/1.2.840.113619.2.278.3.717616.260.1578649371.734_1.2.840.113619.2.278.3.717616.260.1578649371.831.4202498_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649371.734_1.2.840.113619.2.278.3.717616.260.1578649371.831.4202498_aligned.nii.gz,6432080,-1200.0,-700.0,0.0,0.0,0.0,0.604434,0.645854,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1094.7,-966.2,-885.9,-700.0,-700.0,-999.8,-998.3,-992.2,-970.1,-947.0,-917.4,-705.9,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649372.302/1.2.840.113619.2.278.3.717616.260.1578649372.302_1.2.840.113619.2.278.3.717616.260.1578649372.309.3_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649372.302_1.2.840.113619.2.278.3.717616.260.1578649372.309.3_aligned.nii.gz,4656836,-1200.0,-700.0,0.0,0.0,0.0,0.547517,0.616616,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1053.1,-977.0,-906.8,-700.0,-700.0,-999.9,-999.1,-995.6,-982.3,-969.2,-954.1,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649372.302/1.2.840.113619.2.278.3.717616.260.1578649372.302_1.2.840.113619.2.278.3.717616.260.1578649372.435.4198401_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649372.302_1.2.840.113619.2.278.3.717616.260.1578649372.435.4198401_aligned.nii.gz,4656836,-1200.0,-700.0,0.0,0.0,0.0,0.540439,0.59724,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1050.3,-969.9,-855.3,-700.0,-700.0,-999.9,-998.7,-994.0,-977.3,-963.7,-944.8,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649372.302/1.2.840.113619.2.278.3.717616.260.1578649372.302_1.2.840.113619.2.278.3.717616.260.1578649372.435.4202498_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649372.302_1.2.840.113619.2.278.3.717616.260.1578649372.435.4202498_aligned.nii.gz,4656836,-1200.0,-700.0,0.0,0.0,0.0,0.537376,0.585414,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1050.4,-960.4,-864.6,-700.0,-700.0,-999.8,-998.3,-992.1,-971.5,-949.9,-914.9,-709.7,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649380.289/1.2.840.113619.2.278.3.717616.260.1578649380.289_1.2.840.113619.2.278.3.717616.260.1578649380.294.3_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649380.289_1.2.840.113619.2.278.3.717616.260.1578649380.294.3_aligned.nii.gz,3801600,-1200.0,-700.0,0.0,0.0,0.0,0.517057,0.578916,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1033.7,-973.2,-886.1,-700.0,-700.0,-999.9,-998.9,-995.1,-981.3,-968.6,-954.2,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.260.1578649380.289/1.2.840.113619.2.278.3.717616.260.1578649380.289_1.2.840.113619.2.278.3.717616.260.1578649380.417.4198401_aligned.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649380.289_1.2.840.113619.2.278.3.717616.260.1578649380.417.4198401_aligned.nii.gz,3801600,-1200.0,-700.0,0.0,0.0,0.0,0.487434,0.539585,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1017.1,-964.9,-837.6,-700.0,-700.0,-999.8,-998.4,-993.0,-975.9,-962.7,-944.1,-700.0,-700.0,-700.0
